iter	hours	log_posterior	log_prior	loglik	missing	mixture	scale	shape
2360	2.045	-1687.293	-2.965	-1684.328	0.32	0.958	6.362	0.436
2370	2.054	-1687.293	-2.965	-1684.328	0.32	0.958	6.362	0.436
2380	2.062	-1686.505	-2.721	-1683.783	0.32	0.921	5.144	0.412
2390	2.071	-1686.505	-2.721	-1683.783	0.32	0.921	5.144	0.412
2400	2.079	-1686.5	-2.68	-1683.82	0.32	0.926	4.764	0.406
2410	2.087	-1688.636	-2.747	-1685.89	0.32	0.936	5.113	0.39
2420	2.096	-1687.71	-2.594	-1685.116	0.32	0.936	2.869	0.363
2430	2.104	-1687.71	-2.594	-1685.116	0.32	0.936	2.869	0.363
2440	2.112	-1686.642	-2.681	-1683.961	0.32	0.953	4.371	0.399
2450	2.121	-1686.642	-2.681	-1683.961	0.32	0.953	4.371	0.399
2460	2.129	-1687.324	-2.609	-1684.715	0.32	0.95	3.032	0.374
2470	2.138	-1687.107	-2.939	-1684.167	0.32	0.932	6.443	0.42
2480	2.147	-1686.699	-2.9	-1683.799	0.32	0.953	6.018	0.42
2490	2.155	-1687.919	-2.614	-1685.305	0.32	0.941	2.631	0.357
2500	2.164	-1686.87	-2.613	-1684.257	0.32	0.925	4.07	0.39
2510	2.172	-1687.509	-2.955	-1684.554	0.32	0.941	6.448	0.415
2520	2.181	-1687.018	-2.831	-1684.186	0.32	0.956	5.508	0.406
2530	2.189	-1686.537	-2.835	-1683.702	0.32	0.948	5.654	0.414
2540	2.198	-1686.329	-2.881	-1683.448	0.32	0.932	6.13	0.432
2550	2.206	-1688.017	-3.109	-1684.909	0.32	0.961	7.117	0.451
2560	2.215	-1687.36	-2.988	-1684.372	0.32	0.948	6.571	0.418
2570	2.223	-1687.154	-2.57	-1684.584	0.32	0.92	3.501	0.386
2580	2.232	-1687.557	-3.611	-1683.946	0.32	0.923	9.787	0.486
2590	2.24	-1687.898	-3.492	-1684.405	0.32	0.912	9.31	0.464
2600	2.249	-1687.682	-3.098	-1684.584	0.32	0.914	7.422	0.435
2610	2.258	-1686.772	-3.153	-1683.619	0.32	0.92	7.689	0.455
2620	2.266	-1686.619	-2.894	-1683.725	0.32	0.94	6.151	0.438
2630	2.275	-1686.619	-2.894	-1683.725	0.32	0.94	6.151	0.438
2640	2.283	-1688.034	-3.143	-1684.891	0.32	0.953	7.348	0.425
2650	2.292	-1686.559	-2.758	-1683.801	0.32	0.917	5.452	0.419
2660	2.3	-1686.559	-2.758	-1683.801	0.32	0.917	5.452	0.419
2670	2.309	-1688.563	-3.544	-1685.019	0.32	0.946	9.328	0.45
2680	2.317	-1688.515	-3.052	-1685.463	0.32	0.973	6.609	0.434
2690	2.325	-1688.009	-3.515	-1684.494	0.32	0.924	9.349	0.458
2700	2.333	-1688.072	-3.627	-1684.445	0.32	0.93	9.809	0.463
2710	2.342	-1687.782	-3.753	-1684.028	0.32	0.926	10.381	0.491
2720	2.35	-1689.788	-3.507	-1686.28	0.32	0.915	9.35	0.447
2730	2.358	-1689.392	-3.852	-1685.54	0.32	0.897	10.914	0.481
2740	2.367	-1688.247	-3.921	-1684.326	0.32	0.938	11.014	0.498
2750	2.375	-1688.097	-3.07	-1685.026	0.32	0.962	6.895	0.448
2760	2.383	-1686.883	-3.152	-1683.731	0.32	0.941	7.53	0.44
2770	2.392	-1687.543	-2.886	-1684.658	0.32	0.917	6.236	0.418
2780	2.4	-1688.301	-2.966	-1685.335	0.32	0.943	6.478	0.41
2790	2.408	-1687.735	-3.345	-1684.39	0.32	0.949	8.396	0.443
2800	2.417	-1687.636	-3.457	-1684.179	0.32	0.911	9.171	0.482
2810	2.425	-1687.186	-3.267	-1683.919	0.32	0.919	8.242	0.453
2820	2.433	-1687.186	-3.267	-1683.919	0.32	0.919	8.242	0.453
2830	2.441	-1687.44	-3.254	-1684.186	0.32	0.921	8.161	0.447
2840	2.45	-1689.665	-2.565	-1687.1	0.32	0.876	4.024	0.389
2850	2.458	-1686.667	-3.136	-1683.531	0.32	0.924	7.574	0.449
2860	2.466	-1686.667	-3.136	-1683.531	0.32	0.924	7.574	0.449
2870	2.474	-1686.667	-3.136	-1683.531	0.32	0.924	7.574	0.449
2880	2.482	-1686.96	-3.153	-1683.807	0.32	0.917	7.699	0.451
2890	2.491	-1686.96	-3.153	-1683.807	0.32	0.917	7.699	0.451
2900	2.499	-1687.163	-3.293	-1683.87	0.32	0.912	8.406	0.463
2910	2.507	-1687.281	-3.46	-1683.821	0.32	0.93	9.086	0.478
2920	2.515	-1687.83	-3.677	-1684.153	0.32	0.925	10.06	0.493
